rank,story_id,title,main_category,subcategory,book_title,author,version,readiness,hook,emotion,share,save,voice,arc,video,trust,total,decision,recommended_format,reason,fact_check_note
475,1207,Bahçıvan ve zihin,Felsefe,Felsefe,İnsan Nasıl Düşünür,James Allen,1,Temel,12,7,9,13,9,6,14,4,74,Kartla test,Carousel,Zihin bahçesi kolay görselleşir ve kişisel düşünce kalıplarını kaydetmeye çağırır; fikir tanıdıktır.,Kaynak kontrolü önerilir
476,1217,Bir aylık e-posta yasağı,Bilim,Teknoloji,Hiçbir Şeye Bakmamak,Cal Newport,1,Temel,14,8,9,11,9,7,14,2,74,Kartla test,Carousel,Bir ay e-postasız kalıp kimsenin fark etmemesi iyi ters köşe; deney ayrıntıları doğrulanmalı.,Kaynak kontrolü şart
477,1592,Dört süvari — kronik hastalıkların ortak kökeni,Sağlık,Sağlık,Uzun Ömür,Peter Attia,1,Temel,12,7,12,14,8,6,13,2,74,Kartla test,Carousel,Dört atlı metaforu kronik hastalıkları akılda tutturuyor; ortak kök açıklaması tıbben fazla genelleyici.,Kaynak kontrolü şart
478,1169,Otomatik pilot ve bilinçli seçim,Psikoloji,Psikoloji,Flow,Mihaly Csikszentmihalyi,1,Temel,12,7,10,13,9,6,13,4,74,Kartla test,Carousel,Televizyondaki sözde keyif ile gerçek boşluk karşıtlığı yararlı; yöntem ve eylem önerisi kaydedilir.,Kaynak kontrolü önerilir
479,1174,Roosevelt'in isim hafızası,İletişim,İletişim,İkna Sanatı,Dale Carnegie,1,Temel,12,8,10,12,10,6,13,3,74,Kartla test,Carousel,Başkanın hizmetçilerin adını bilmesi sıcak ve anlatılabilir; anekdot ayrıntıları kaynaklandırılmalı.,Kaynak kontrolü şart
480,1178,Az ama öz ilişkiler,Verimlilik,Verimlilik,Pareto İlkesi,Richard Koch,1,Temel,12,8,10,13,10,6,13,2,74,Kartla test,Carousel,Beş kişilik mutluluk çekirdeği duygusal ve kişisel; yüzde seksen oranı kaynaksız genelleme.,Kaynak kontrolü şart
481,1241,Roosevelt'in isim ezberleyen dehası,İletişim,İletişim,İkna Sanatı,Dale Carnegie,1,Temel,12,8,10,12,10,6,13,3,74,Kartla test,Carousel,İsim hatırlayan başkan sıcak ve uygulanabilir; 1174 ile neredeyse aynı öykü olduğu için özgünlük düşük.,Kaynak kontrolü şart
482,1060,Kimlik temelli alışkanlık,Sağlık,Alışkanlıklar,Atomic Habits,James Clear,1,Temel,12,7,9,14,9,6,13,4,74,Kartla test,Carousel,İki sigara cevabı kimlik farkını tek sahnede anlatıyor; uygulanabilir ve kişisel düşünmeye çok uygun.,Kaynak kontrolü önerilir
483,1063,İki dakika kuralı,Sağlık,Alışkanlıklar,Atomic Habits,James Clear,1,Temel,12,6,9,15,9,6,13,4,74,Kartla test,Carousel,İki dakikalık başlangıç kolayca kaydedilip uygulanır; tanıdık fikir nedeniyle sürpriz ve duygu orta düzeyde.,Kaynak kontrolü önerilir
484,1215,"Daha az, daha odaklı",Verimlilik,Verimlilik,Minimalizm,Greg McKeown,1,Temel,12,7,9,14,9,6,13,4,74,Kartla test,Carousel,Değerler ile takvim arasındaki çelişki kişisel ve kullanışlı; olaydan çok fikir anlatısı olduğu için video orta.,Kaynak kontrolü önerilir
485,1132,Ağrı ile acının farkı,Psikoloji,Farkındalık,Şimdi ve Burada,Eckhart Tolle,1,Temel,13,9,8,12,10,7,13,2,74,Kartla test,Carousel,Ağrı ile hikâyesini ayırmak güçlü; kronik hastalıkta acıyı seçim gibi sunmamak için hassas dil gerekir.,Kaynak kontrolü şart
486,1773,Fil ve Binicisi,Finans,İş & Girişim,The Happiness Hypothesis,Jonathan Haidt,2,Zengin,11,5,13,9,7,7,17,4,73,Kartla test,Kart testi,Merak sorusu ve karşıtlık ilk saniye etkisini güçlendiriyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
487,1774,Dolandırıcının Gerçek Silahı,Finans,İş & Girişim,The Confidence Game,Maria Konnikova,2,Zengin,12,6,13,7,8,6,17,4,73,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
488,1351,Sabah 5 kulübü ve beynin altın saatleri,Sağlık,Alışkanlıklar,Bir Sonraki Seviye,Robin Sharma,1,Temel,13,6,11,13,8,7,15,0,73,Kartla test,Carousel,5.00 rutini net ve paylaşılır; gece kuşlarının doğuştan olmadığı ve beynin tek ideal saati iddiaları yanlış.,Kaynak kontrolü şart
489,1389,Kaynak durumu ve performans zirvesi,Büyüme,Motivasyon,İçsel Güç,Tony Robbins,1,Temel,12,6,11,11,9,7,15,2,73,Kartla test,Carousel,Önce bedeni değiştir fikri uygulanabilir; duruşun beyin ve performansı doğrudan belirlediği anlatım abartılı.,Kaynak kontrolü şart
490,1583,Tasarım — işlevselliğin ötesinde anlam yaratmak,Verimlilik,Yaratıcılık,Bütün Beyin,Daniel Pink,1,Temel,11,5,11,13,8,6,15,4,73,Kartla test,Carousel,"Tasarımın işlevden anlama geçmesi ürün örnekleriyle görselleşir; duygusu orta, eğitim değeri yüksek.",Kaynak kontrolü önerilir
491,1074,Andrew Carnegie'nin çelik imparatorluğu,Büyüme,Motivasyon,Düşün ve Zengin Ol,Napoleon Hill,1,Temel,13,8,10,10,8,7,15,2,73,Kartla test,Kart testi,Yoksul göçmenden çelik imparatoruna yükseliş güçlü; başarıyı tek hedefe bağlamak tarihi fazla sadeleştiriyor.,Kaynak kontrolü şart
492,1283,Evrenin dili ve işaretler,Büyüme,İlham,Kaybedilen Cennet,Paulo Coelho,1,Temel,12,7,10,9,9,7,15,4,73,Kartla test,Kart testi,Şahin sahnesi ve seçici dikkat bağı merak uyandırıyor; metafizik mesaj pratik açıklamayla dengelenmiş.,Kaynak kontrolü önerilir
493,1481,Dezenformasyon çağı ve gerçeği bulmak,Tarih,Güncel,21. Yüzyıl İçin 21 Ders,Yuval Noah Harari,1,Temel,11,5,12,13,8,6,14,4,73,Kartla test,Carousel,Yanlış bilginin tanıdıktan gelince güçlenmesi herkesin yaşadığı bir sorun; doğrulama adımları kaydedilir.,Kaynak kontrolü önerilir
494,1404,"Bağlayıcılar, Bilgeler ve Satıcılar",Felsefe,Sosyoloji,Devrilme Noktası,Malcolm Gladwell,1,Temel,11,6,11,13,9,6,14,3,73,Kartla test,Carousel,Bağlayıcı-Bilge-Satıcı üçlüsü kolay hatırlanır ve öz değerlendirme yaratır; yayılmayı fazla mekanikleştiriyor.,Kaynak kontrolü şart
495,1459,Liderlik ve duygusal bulaşıcılık,Liderlik,Liderlik,İş Hayatında Duygusal Zeka,Daniel Goleman,1,Temel,11,6,11,13,8,6,14,4,73,Kartla test,Carousel,Liderin duygusunun odaya yayılması iş yaşamında tanıdık; uygulanabilir kapanış kaydetmeyi artırır.,Kaynak kontrolü önerilir
496,1464,Unutma ve hatırlamanın paradoksu,Felsefe,Öğrenme,Kalıcı Hafıza,Joshua Foer,1,Temel,11,6,11,13,8,6,14,4,73,Kartla test,Carousel,Bilinçli unutma fikri alışılmadık ve rahatlatıcı; zihinsel yük yaşayanların kaydetmek isteyeceği bir araç.,Kaynak kontrolü önerilir
497,1469,Yavaş sezgi ve uzun kuluçka,Verimlilik,Yaratıcılık,Büyük Fikirler,Steven Johnson,1,Temel,11,6,11,13,8,6,14,4,73,Kartla test,Carousel,Yavaş sezgi fikri acele kültürüne iyi karşı çıkıyor; kişisel örnek eklenirse paylaşım gücü daha da artar.,Kaynak kontrolü önerilir
498,1484,"Psikolojik güvenlik nedir, ne değildir",Liderlik,Yönetim,The Fearless Organization,Amy Edmondson,1,Temel,11,5,11,13,8,6,14,5,73,Kartla test,Carousel,Psikolojik güvenliğin rahatlık olmadığı ayrımı iş dünyasında değerli; yanlış anlaşılmayı net biçimde düzeltiyor.,Standart doğrulama
499,1518,İlerleme belirtisi olarak para,Verimlilik,Girişimcilik,Müşteri Geliştirme,Rob Fitzpatrick,1,Temel,11,5,11,14,8,6,14,4,73,Kartla test,Carousel,Para veya taahhüdü gerçek ilgi kanıtı saymak sert ama faydalı; satış örnekleriyle kolayca videolaşır.,Kaynak kontrolü önerilir
500,1519,Evin kiracısı değil sahibi olmak,Psikoloji,Farkındalık,İç Yolculuk,Michael A. Singer,1,Temel,11,7,11,13,8,6,14,3,73,Kartla test,Carousel,İç ses olmadığın fikri güçlü bir öz farkındalık anı yaratır; metafizik ton bilimsel iddia gibi sunulmamalı.,Kaynak kontrolü şart
501,1550,"Doğru kişi, doğru yer — GWC testi",Liderlik,Yönetim,Ölçülebilir Büyüme,Gino Wickman,1,Temel,11,5,11,14,8,6,14,4,73,Kartla test,Carousel,İyi satışçının kötü müdüre dönüşmesi tanıdık bir iş trajedisi; GWC soruları uygulanabilir kapanış sunuyor.,Kaynak kontrolü önerilir
502,1171,Çapalama etkisi ve müzayede,Psikoloji,Psikoloji,Karar Verme Sanatı,Daniel Kahneman,1,Temel,15,7,10,12,9,6,14,0,73,Kartla test,Carousel,"Dönen çark çok güçlü görsel; klasik deney ülke sayısı değil yüzde sorar, mevcut metin sonucu bozuyor.",Kaynak kontrolü şart
503,1202,Gizli sırlar ve kontrarian düşünce,Verimlilik,Girişimcilik,Sıfır'dan Bir'e,Peter Thiel,1,Temel,12,7,10,12,9,6,14,3,73,Kartla test,Carousel,Çoğunluğun yanıldığı gizli sır güçlü girişimci sorusu; PayPal örneği sonucu tek inanca bağlıyor.,Kaynak kontrolü şart
504,1392,En büyük hedef ve günlük adım,Liderlik,Hedefler,Hedeflere Ulaşmak,Brian Tracy,1,Temel,11,6,10,14,9,6,14,3,73,Kartla test,Carousel,"Büyük hedefi bugünkü adıma indirmek kullanışlı; fil metaforu ve mesaj çok tanıdık, kanıt dili genel.",Kaynak kontrolü şart
505,1407,Haftalık gözden geçirme ritüeli,Verimlilik,Verimlilik,Nasıl Başarılı Olunur,David Allen,1,Temel,11,6,9,15,8,6,14,4,73,Kartla test,Carousel,Haftalık bakım kontrol listesi son derece kullanışlı; güçlü bir insan sahnesi veya şaşırtıcı dönüş yok.,Kaynak kontrolü önerilir
506,1588,Yaşlanma bir hastalıktır — ve tedavi edilebilir,Sağlık,Sağlık,Uzun Yaşam Bilimi,David Sinclair,1,Temel,12,7,12,13,8,6,13,2,73,Kartla test,Carousel,Yaşlanmayı tedavi edilebilir süreç saymak büyük umut ve merak yaratır; kanıt düzeyi spekülasyondan ayrılmalı.,Kaynak kontrolü şart
507,1237,BrandScript ve basit mesaj,Finans,Pazarlama,Hikaye Anlatıcısı,Donald Miller,1,Temel,12,6,10,15,8,5,13,4,73,Kartla test,Carousel,Bir cümlede anlatılamayan markanın tavsiye edilememesi çok kullanışlı; hikâye ve duygu sınırlı.,Kaynak kontrolü önerilir
508,1512,Stoacı akşam muhasebesi,Felsefe,Felsefe,Pratik Stoacılık,William Irvine,1,Temel,10,6,10,15,8,6,13,5,73,Kartla test,Carousel,Stoacı akşam muhasebesi üç soruyla günlük davranışa dönüşüyor; viral olmaktan çok güçlü bir kayıt içeriği.,Standart doğrulama
509,1181,Yaratıcılık bir sorumluluk,Verimlilik,Yaratıcılık,Yaratıcı Olmak,Elizabeth Gilbert,1,Temel,12,8,9,11,10,6,13,4,73,Kartla test,Carousel,Fikrin başka birine gitmesi yaratıcı sorumluluk hissi uyandırır; mistik çerçeve herkese hitap etmeyebilir.,Kaynak kontrolü önerilir
510,1154,Sorumluluk özgürlüğün diğer yüzü,Felsefe,Felsefe,Büyük Soru,Viktor Frankl,1,Temel,12,7,9,13,10,6,12,4,73,Kartla test,Carousel,Özgürlük Anıtı karşısına sorumluluk koymak temiz ve tartışılır bir fikir; görsel olay akışı sınırlı.,Kaynak kontrolü önerilir
511,1360,Princeton mühendislik anomalileri,Psikoloji,Farkındalık,Niyet,Lynne McTaggart,1,Temel,14,7,12,5,9,8,17,0,72,Kartla test,Kart testi,Zihinle rastgele sayıyı değiştirme iddiası yüksek merak yaratır; tartışmalı PEAR sonuçlarını kanıt gibi sunuyor.,Kaynak kontrolü şart
512,1409,Kişisel almama sanatı — ikinci anlaşma,Felsefe,Felsefe,Dört Anlaşma,Don Miguel Ruiz,1,Temel,12,7,11,10,9,7,15,1,72,Kartla test,Kart testi,Tek yorumla bozulan gün tanıdık bir sahne; hiçbir şeyi kişisel almama kuralı eleştiri ve sınırları silebilir.,Kaynak kontrolü şart
513,1548,Beyin sermayesi çağı — idealar maddi kaynaklardan daha değerli,Bilim,Teknoloji,İkinci Makine Çağı,Erik Brynjolfsson,1,Temel,11,5,11,12,8,6,15,4,72,Kartla test,Carousel,Sıfır marjinal maliyet dijital ölçeği iyi açıklıyor; animasyonla güçlenir ama insani duygu sınırlı kalır.,Kaynak kontrolü önerilir
514,1658,Açlık ve tokluk — beden sinyallerine yeniden bağlanmak,Sağlık,Sağlık,İçgüdüsel Yeme,Evelyn Tribole,1,Temel,10,6,11,11,7,7,15,5,72,Kartla test,Carousel,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; ilk saniye etkisi geliştirilmeli.,Standart doğrulama
515,1065,Steve Jobs'ın yıkıcı eleştirisi,Liderlik,Liderlik,Dürüst Olmak,Kim Scott,1,Temel,14,8,10,9,8,7,15,1,72,Kartla test,Kart testi,Jobs'ın sert çıkışı dramatik; doğrulanmamış sahne ve incitici eleştiriyi ilgi gibi sunması riskli.,Kaynak kontrolü şart
516,1257,Sorumluluk ve güç arasındaki bağ,Büyüme,Motivasyon,Korkusuzluk,Susan Jeffers,1,Temel,12,6,9,12,9,7,15,2,72,Kartla test,Carousel,“Bunu seçtim” egzersizi güçlü bir tepki ve not isteği doğurur; koşulları küçümseme riski taşıyor.,Kaynak kontrolü şart
517,1466,Beyin dostu hikaye anlatımı,İletişim,İletişim,Etkileyici Konuşma,Carmine Gallo,1,Temel,11,6,12,11,8,6,14,4,72,Kartla test,Carousel,Hikâyenin veriden güçlü olması içerik üreticisini yakalar; beyin açıklaması görsel karşılaştırmaya uygundur.,Kaynak kontrolü önerilir
518,1582,Sol beyin çağının sonu — sağ beynin yükselişi,Verimlilik,Yaratıcılık,Bütün Beyin,Daniel Pink,1,Temel,12,6,12,12,8,6,14,2,72,Kartla test,Carousel,Sağ beyin ekonomisi yaratıcı işleri öne çıkararak ilgi çeker; eski sağ-sol beyin çerçevesi güveni düşürüyor.,Kaynak kontrolü şart
519,1436,Reddin anatomisi — itiraz yönetimi,Finans,Satış,Satışın Psikolojisi,Brian Tracy,1,Temel,11,5,11,13,8,6,14,4,72,Kartla test,Carousel,"İtirazı ret değil ilgi sayan ters köşe, satışçılara konuşulabilir ve kaydedilebilir bir ders veriyor.",Kaynak kontrolü önerilir
520,1451,Uyku öncesi programlama,Büyüme,Motivasyon,Bilinçaltının Gücü,Joseph Murphy,1,Temel,11,6,11,14,8,6,14,2,72,Kartla test,Carousel,Uyku öncesi zihinsel programlama ritüeli kaydetmelik; nedensellik iddiaları teyit edilmeden riskli.,Kaynak kontrolü şart
521,1579,Hepimiz satıcıyız — satış mesleğinin yeniden tanımı,Finans,Satış,Satışın Yeni Yüzü,Daniel Pink,1,Temel,11,5,11,13,8,6,14,4,72,Kartla test,Carousel,Herkesin satış yaptığı fikri kavrama direncini kırıyor; gündelik ikna sahneleriyle geniş kitleye açılabilir.,Kaynak kontrolü önerilir
522,1614,"Zaman, enerji, para — milyonerlerin gerçek yatırımı",Finans,Finans,Komşu Milyoner,Thomas Stanley,1,Temel,11,5,11,14,8,6,14,3,72,Kartla test,Carousel,Milyonerlerin finans için ayırdığı süre motive edici bir alışkanlık verir; karşılaştırma verisi doğrulanmalı.,Kaynak kontrolü şart
523,1107,Mahkeme soytarısının bilgeliği,Liderlik,Strateji,Güç Yasaları,Robert Greene,1,Temel,13,7,10,10,9,6,14,3,72,Kartla test,Kart testi,Krala şaka yoluyla gerçek söyleyen soytarı canlı bir sahne; modern marka çıkarımı biraz dağınık.,Kaynak kontrolü şart
524,1256,Acının kaçınılmazlığı ve acıdan kaçma bedeli,Büyüme,Motivasyon,Korkusuzluk,Susan Jeffers,1,Temel,11,7,10,11,9,7,14,3,72,Kartla test,Carousel,Kaçış ile netlik ayrımı düşündürücü; her sorunu içselleştirmesi hassas durumlarda suçlayıcı algılanabilir.,Kaynak kontrolü şart
525,1265,Marcus Aurelius'un taht zorunluluğu,Felsefe,Felsefe,Engel Yolu Açar,Ryan Holiday,1,Temel,12,7,10,10,9,7,14,3,72,Kartla test,Kart testi,İstenmeyen taht fikri duygusal ve düşündürücü; tarihsel sonuçların zorunluluğa bağlanması spekülatif kalıyor.,Kaynak kontrolü şart
526,1358,Kabile ve liderlik,Finans,Pazarlama,Unutulmaz Markalar,Seth Godin,1,Temel,11,6,10,12,9,6,14,4,72,Kartla test,Carousel,Unvansız liderlik ve internet kabilesi iyi sohbet açıyor; anlatı somut bir topluluk örneği olmadan genel kalıyor.,Kaynak kontrolü önerilir
527,1647,Ortak ağrı — yalnızlığı aşmanın beklenmedik yolu,Psikoloji,Nörobilim,Çölde Yürümek,Brené Brown,1,Temel,10,8,10,11,7,7,14,5,72,Kartla test,Carousel,Somut sahne ve sayısal ayrıntı güçlü bir video açılışı sağlıyor; paylaşılabilirlik geliştirilmeli.,Standart doğrulama
528,1083,Volan etkisi,Verimlilik,İş Dünyası,Good to Great,Jim Collins,1,Temel,12,7,9,13,8,6,14,3,72,Kartla test,Carousel,Ağır volanın ivmesi iyi bir görsel metafor; şirket başarısını tek ilkeye indirmesi güveni sınırlıyor.,Kaynak kontrolü şart
529,1594,Gluten ve beyin — beklenmedik bağlantı,Sağlık,Sağlık,Beyin ve Diyet,David Perlmutter,1,Temel,12,7,12,13,8,6,13,1,72,Kartla test,Carousel,Glüteni beyin sisiyle bağlayan dramatik anlatı dikkat çeker; geniş tıbbi iddialar nedeniyle güven çok düşük.,Kaynak kontrolü şart
530,1449,Stoacı saat — her anı bilinçli yaşamak,Felsefe,Felsefe,Hayatın Kısalığı Üzerine,Seneca,1,Temel,10,5,10,15,8,6,13,5,72,Kartla test,Carousel,Stoacı günlük denetim üç net soruyla doğrudan uygulanır; özellikle kaydetme ve sesli not değeri yüksek.,Standart doğrulama
531,1114,En iyi olmak kimin için?,Finans,Pazarlama,Purple Cow,Seth Godin,1,Temel,12,6,9,14,9,5,13,4,72,Kartla test,Carousel,Kimin için en iyi sorusu niş seçimini somutlaştırır; hikâyeden çok çerçeve olduğu için duygu düşüktür.,Kaynak kontrolü önerilir
532,1177,80/20 ve zaman yönetimi,Verimlilik,Verimlilik,Pareto İlkesi,Richard Koch,1,Temel,12,7,9,14,9,6,13,2,72,Kartla test,Carousel,Yapılmayacaklar listesi güçlü bir kayıt fikri; Koch'un kişisel sonuçları bağımsız veri olmadan sunuluyor.,Kaynak kontrolü şart
533,1243,Bahçedeki bezelyenin sırrı,Verimlilik,Verimlilik,Pareto İlkesi,Richard Koch,1,Temel,12,7,9,13,9,7,13,2,72,Kartla test,Carousel,Bezelye ile 80/20 ilkesi güçlü görselleşir; 1176'nın tekrarı ve bahçe anekdotu doğruluk riski taşır.,Kaynak kontrolü şart
534,1361,Uzak iyileşme deneyleri,Psikoloji,Farkındalık,Niyet,Lynne McTaggart,1,Temel,14,8,12,5,9,7,16,0,71,Kartla test,Kart testi,Uzak dua ile hastanın iyileşmesi duygusal ama tıbbi kanıt uzlaşısına aykırı; sağlık içeriği olarak yayımlanmamalı.,Kaynak kontrolü şart
535,1272,Çocukluk ihmalinin iz bıraktığı beyin,Sağlık,Sağlık,Bedenin Sesi,Bessel van der Kolk,1,Temel,13,8,11,9,8,6,15,1,71,Kartla test,Kart testi,Çocukluk izleri duygusal açıdan güçlü; beyinlerin aynı görünmesi ve bölge küçülmesi iddiaları aşırı kesin.,Kaynak kontrolü şart
536,1458,Ayna nöronlar ve empati biyolojisi,Psikoloji,Nörobilim,Beynin Sırları,V.S. Ramachandran,1,Temel,11,6,11,11,8,6,15,3,71,Kartla test,Carousel,Ayna nöronları ve bulaşıcı esneme tanıdık bir kanca sunuyor; popüler bilim yorumu dikkatli kurulmalı.,Kaynak kontrolü şart
537,1666,Her adım bir dua — yürürken farkındalık,Psikoloji,Farkındalık,İçsel Barış,Thich Nhat Hanh,1,Temel,9,9,11,10,7,6,15,4,71,Kartla test,Kart testi,Duygusal karşıtlık paylaşma ve kişisel anlatma isteğini yükseltiyor; olay örgüsü geliştirilmeli.,Kaynak kontrolü önerilir
538,1144,Köpekbalığı havuzu ve korku,Büyüme,Motivasyon,Fark Yaratmak,William H. McRaven,1,Temel,14,8,10,8,9,7,15,0,71,Kartla test,Kart testi,Karanlık havuz ve köpekbalığı sinematik; SEAL eğitimi ayrıntısı güvenilir görünmüyor ve doğrulanmadan yayımlanmamalı.,Kaynak kontrolü şart
539,1297,Tek gemi filosunun zafer sırrı,Verimlilik,Verimlilik,Minimalizm,Greg McKeown,1,Temel,12,6,10,12,8,7,15,1,71,Kartla test,Carousel,Beş geminin tek hedefe yönelmesi güçlü bir odak metaforu; savaşın adı ve kaynağı verilmediği için güven zayıf.,Kaynak kontrolü şart
540,1201,Monopol mu rekabet mi?,Verimlilik,Girişimcilik,Sıfır'dan Bir'e,Peter Thiel,1,Temel,13,6,11,11,8,6,14,2,71,Kartla test,Carousel,"Monopol ol çağrısı tartışma ve paylaşım yaratır; rekabet, hukuk ve Google örneği fazla tek yönlü.",Kaynak kontrolü şart
541,1435,Satışın psikolojik temeli — insanlar duygularla alır,Finans,Satış,Satışın Psikolojisi,Brian Tracy,1,Temel,11,6,11,11,8,6,14,4,71,Kartla test,Carousel,Mantıkla başlayıp duyguyla satın alma çelişkisi satış kitlesinde tartışma ve paylaşım doğurur.,Kaynak kontrolü önerilir
542,1497,Gallup araştırması ve iş tatmini,Finans,Kariyer,Güçlü Yönler Bulma,Marcus Buckingham,1,Temel,11,5,11,13,8,6,14,3,71,Kartla test,Carousel,Çalışanların yalnız yüzde 17'sinin gücünü kullanması güçlü veri kancası; oran güncel kaynakla desteklenmeli.,Kaynak kontrolü şart
543,1185,Einstein'ın görsel düşünce sırrı,Felsefe,Öğrenme,Zihin Haritası,Tony Buzan,1,Temel,13,7,10,12,8,6,14,1,71,Kartla test,Carousel,Işık huzmesi yanında uçan Einstein güçlü görüntü; yüzde elli öğrenme ve düşünme iddiaları kanıtsız.,Kaynak kontrolü şart
